Date,Open,High,Low,Close,Volume,Change
2003-12-08,9030,9060,8820,9000,576982,-0.0033222591362126463
2003-12-09,8980,9080,8880,8900,392066,-0.011111111111111072
2003-12-10,8750,9060,8720,9060,1041971,0.01797752808988773
2003-12-11,9060,9230,9050,9050,1015208,-0.001103752759381904
2003-12-12,9200,9250,9060,9100,429952,0.005524861878453136
2003-12-15,9200,9290,9150,9220,441544,0.01318681318681314
2003-12-16,9020,9160,8980,9080,490590,-0.015184381778741818
2003-12-17,9100,9130,8840,8850,776460,-0.025330396475770955
2003-12-18,8850,8880,8750,8850,782612,0.0
2003-12-19,8910,9040,8870,8970,470633,0.013559322033898313
2003-12-22,8820,8960,8820,8840,445253,-0.01449275362318836
2003-12-23,8880,8930,8840,8840,452067,0.0
2003-12-24,8900,8930,8710,8780,586749,-0.006787330316742057
2003-12-26,8780,8840,8780,8830,439136,0.005694760820045497
2003-12-29,8800,8850,8760,8800,368876,-0.003397508493771184
2003-12-30,8960,9080,8900,9020,448634,0.02499999999999991
2004-01-02,9020,9060,8930,8980,378898,-0.0044345898004434225
2004-01-05,8980,9150,8950,9150,447718,0.018930957683741756
2004-01-06,9340,9340,9170,9200,448150,0.005464480874316946
2004-01-07,9270,9380,9240,9300,399440,0.010869565217391353
2004-01-08,9420,9550,9370,9380,750498,0.008602150537634357
2004-01-09,9600,10240,9559,10160,1469628,0.08315565031982941
2004-01-12,10100,10200,9960,10100,679915,-0.0059055118110236116
2004-01-13,10160,10180,10000,10060,440843,-0.003960396039603964
2004-01-14,9820,9990,9820,9890,574867,-0.016898608349900646
2004-01-15,9900,10000,9810,9930,632553,0.004044489383215444
2004-01-16,10020,10140,9999,10120,554950,0.019133937562940684
2004-01-19,10180,10480,10140,10420,538967,0.029644268774703608
2004-01-20,10420,10600,10300,10520,403077,0.009596928982725572
2004-01-26,10840,11100,10700,10900,1475796,0.03612167300380231
2004-01-27,11080,11080,10600,10700,696294,-0.01834862385321101
2004-01-28,10760,10960,10640,10760,583722,0.005607476635514086
2004-01-29,10820,10820,10560,10660,473272,-0.009293680297397744
2004-01-30,10660,10679,10420,10480,430378,-0.016885553470919357
2004-02-02,10480,10600,10400,10600,252921,0.011450381679389388
2004-02-03,10300,10480,10280,10340,458660,-0.024528301886792447
2004-02-04,10280,10340,10180,10180,371285,-0.015473887814313358
2004-02-05,10100,10300,10060,10240,364986,0.005893909626718985
2004-02-06,10320,10700,10280,10540,697507,0.029296875
2004-02-09,10720,10920,10700,10860,452758,0.030360531309297834
2004-02-10,10940,11000,10760,10920,411416,0.005524861878453136
2004-02-11,11000,11180,10960,11080,608784,0.0146520146520146
2004-02-12,11200,11200,10920,10980,571000,-0.009025270758122761
2004-02-13,10900,11100,10840,11100,335215,0.010928961748633892
2004-02-16,11100,11320,11020,11260,625017,0.01441441441441449
2004-02-17,11220,11420,11120,11200,364409,-0.005328596802841923
2004-02-18,11260,11360,10980,10980,373082,-0.019642857142857184
2004-02-19,11020,11100,10900,11100,377718,0.010928961748633892
2004-02-20,10940,11080,10880,10980,363375,-0.010810810810810811
2004-02-23,10900,11040,10780,10940,381737,-0.0036429872495445936
2004-02-24,10800,10880,10580,10620,608511,-0.029250457038391242
2004-02-25,10560,10580,10440,10500,490896,-0.011299435028248594
2004-02-26,10540,10640,10460,10520,344548,0.0019047619047618536
2004-02-27,10400,10900,10400,10900,419377,0.03612167300380231
2004-03-02,11100,11160,10980,11080,498670,0.016513761467889854
2004-03-03,11100,11180,11040,11080,359226,0.0
2004-03-04,11080,11380,11040,11380,428181,0.02707581227436817
2004-03-05,11420,11420,11280,11280,428855,-0.008787346221441172
2004-03-08,11220,11260,10940,10980,404777,-0.02659574468085102
2004-03-09,10800,10900,10700,10780,353565,-0.01821493624772308
2004-03-10,10760,10840,10600,10620,452426,-0.014842300556586308
2004-03-11,10580,10820,10560,10660,922782,0.0037664783427495685
2004-03-12,10600,10660,10140,10480,921331,-0.016885553470919357
2004-03-15,10640,10660,10500,10500,364469,0.001908396946564972
2004-03-16,10340,10560,10280,10560,394146,0.005714285714285783
2004-03-17,10680,10940,10640,10900,423484,0.032196969696969724
2004-03-18,10960,10960,10740,10880,440752,-0.0018348623853210455
2004-03-19,10820,11100,10800,11100,341101,0.020220588235294157
2004-03-22,11000,11080,10820,10880,400081,-0.01981981981981984
2004-03-23,10700,10880,10640,10820,382156,-0.005514705882352922
2004-03-24,10800,10900,10700,10840,420804,0.001848428835489857
2004-03-25,10900,10940,10620,10700,468804,-0.01291512915129156
2004-03-26,10940,11080,10860,10900,854116,0.01869158878504673
2004-03-29,10980,11220,10960,11100,491426,0.0183486238532109
2004-03-30,11240,11300,11140,11200,402826,0.009009009009008917
2004-03-31,11360,11440,11260,11440,597861,0.021428571428571352
2004-04-01,11400,11500,11360,11500,395780,0.005244755244755206
2004-04-02,11560,11580,11300,11300,410563,-0.017391304347826098
2004-04-06,11680,11900,11640,11900,833831,0.053097345132743445
2004-04-07,11900,12140,11820,12000,544137,0.008403361344537785
2004-04-08,12100,12100,11940,12100,428071,0.008333333333333304
2004-04-09,11980,12000,11800,11900,321363,-0.016528925619834656
2004-04-12,11900,12280,11880,12200,435900,0.025210084033613356
2004-04-13,12300,12440,12240,12320,605118,0.009836065573770592
2004-04-14,12320,12320,12160,12300,804183,-0.0016233766233766378
2004-04-16,12200,12200,11840,11880,1106913,-0.034146341463414664
2004-04-19,11900,11980,11820,11980,774293,0.008417508417508435
2004-04-20,12140,12300,11980,12300,683283,0.026711185308847973
2004-04-21,12260,12540,12160,12500,865964,0.016260162601626105
2004-04-22,12500,12620,12340,12400,738484,-0.008000000000000007
2004-04-23,12500,12740,12440,12740,720217,0.02741935483870961
2004-04-26,12740,12760,12520,12520,561874,-0.017268445839874413
2004-04-27,12520,12580,12300,12360,702086,-0.012779552715655007
2004-04-28,12360,12380,12020,12040,795390,-0.02588996763754048
2004-04-29,11700,11800,11440,11520,1216802,-0.04318936877076407
2004-04-30,11200,11420,10980,11140,1382599,-0.03298611111111116
2004-05-03,11140,11220,10920,11120,764935,-0.0017953321364452268
2004-05-04,11120,11280,11000,11100,951100,-0.0017985611510791255
2004-05-06,10960,11000,10520,10560,1161899,-0.048648648648648596
2004-05-07,10500,10800,10360,10800,914973,0.022727272727272707
2004-05-10,10600,10680,9840,10180,1015597,-0.05740740740740746
2004-05-11,10180,10320,9980,10020,1053296,-0.015717092337917515
2004-05-12,10300,10600,10220,10500,905499,0.0479041916167664
2004-05-13,10400,10500,10140,10140,772133,-0.03428571428571425
2004-05-14,10220,10320,9710,9830,1077128,-0.030571992110453694
2004-05-17,9760,9840,9160,9160,1093093,-0.06815869786368256
2004-05-18,9010,9560,8960,9470,1087083,0.033842794759825434
2004-05-19,9580,10119,9570,10000,829377,0.05596620908130934
2004-05-20,9920,10180,9740,9890,830837,-0.01100000000000001
2004-05-21,9990,10040,9870,10040,449980,0.015166835187057526
2004-05-24,10280,10300,10120,10220,399931,0.017928286852589626
2004-05-25,10039,10060,9830,9840,542560,-0.03718199608610573
2004-05-27,10220,10260,10100,10120,560753,0.028455284552845628
2004-05-28,10320,10400,10200,10400,510303,0.027667984189723382
2004-05-31,10340,10360,9990,10120,477512,-0.02692307692307694
2004-06-01,10160,10340,10120,10300,310043,0.01778656126482203
2004-06-02,10200,10220,9980,10040,515988,-0.025242718446601975
2004-06-03,10060,10140,9470,9470,1020033,-0.056772908366533814
2004-06-04,9500,9630,9340,9620,679272,0.015839493136219573
2004-06-07,9840,9940,9770,9920,566203,0.031185031185031242
2004-06-08,10100,10140,9920,9960,413647,0.0040322580645162365
2004-06-09,10079,10100,9610,9660,577082,-0.030120481927710885
2004-06-10,9500,9580,9300,9360,1118674,-0.03105590062111796
2004-06-11,9360,9370,8660,8730,1442295,-0.06730769230769229
2004-06-14,8600,8880,8530,8570,929633,-0.018327605956471982
2004-06-15,8600,8770,8420,8770,794498,0.023337222870478458
2004-06-16,8800,9030,8690,8720,748944,-0.005701254275940704
2004-06-17,8790,8840,8580,8840,737159,0.013761467889908285
2004-06-18,8700,8880,8560,8710,524323,-0.014705882352941124
2004-06-21,8800,8980,8740,8920,602878,0.024110218140068973
2004-06-22,8840,8890,8710,8880,428963,-0.004484304932735439
2004-06-23,9000,9080,8870,8980,571102,0.011261261261261257
2004-06-24,9240,9450,9180,9390,723754,0.04565701559020052
2004-06-25,9490,9660,9430,9640,607260,0.026624068157614422
2004-06-28,9600,9600,9290,9360,537068,-0.02904564315352698
2004-06-29,9200,9470,9160,9420,461056,0.0064102564102563875
2004-06-30,9490,9590,9389,9540,519841,0.01273885350318471
2004-07-01,9520,9550,9290,9300,512358,-0.02515723270440251
2004-07-02,9100,9100,8820,8880,717982,-0.04516129032258065
2004-07-05,8880,8930,8670,8860,550043,-0.0022522522522522292
2004-07-06,8730,8930,8730,8820,457163,-0.004514672686230292
2004-07-07,8500,8740,8400,8740,750052,-0.009070294784580546
2004-07-08,8540,8640,8390,8400,1106829,-0.0389016018306636
2004-07-09,8360,8510,8350,8480,775613,0.00952380952380949
2004-07-12,8520,8590,8440,8460,667768,-0.002358490566037763
2004-07-13,8530,8670,8440,8670,515481,0.024822695035461084
2004-07-14,8590,8650,8330,8360,609056,-0.035755478662053086
2004-07-15,8320,8380,7990,8170,1145554,-0.022727272727272707
2004-07-16,8080,8460,7990,8460,961775,0.03549571603427171
2004-07-19,8300,8550,8280,8530,482588,0.008274231678486954
2004-07-20,8380,8460,8340,8340,404989,-0.022274325908558046
2004-07-21,8530,8630,8500,8590,474890,0.029976019184652314
2004-07-22,8350,8370,8270,8350,622068,-0.027939464493597188
2004-07-23,8340,8430,8310,8360,391026,0.0011976047904191933
2004-07-26,8200,8410,8200,8360,327744,0.0
2004-07-27,8280,8420,8200,8400,416817,0.004784688995215225
2004-07-28,8540,8590,8420,8460,469084,0.0071428571428571175
2004-07-29,8310,8360,8200,8220,358967,-0.028368794326241176
2004-07-30,8330,8390,8280,8340,390078,0.014598540145985384
2004-08-02,8350,8350,8160,8160,447638,-0.021582733812949617
2004-08-03,8200,8300,8180,8260,287373,0.01225490196078427
2004-08-04,8110,8260,8060,8260,375988,0.0
2004-08-05,8260,8470,8210,8460,431818,0.02421307506053272
2004-08-06,8300,8520,8280,8390,358431,-0.008274231678486954
2004-08-09,8160,8380,8160,8380,506802,-0.0011918951132300348
2004-08-10,8340,8510,8330,8480,376410,0.01193317422434359
2004-08-11,8560,8610,8510,8510,368387,0.0035377358490567
2004-08-12,8460,8620,8430,8620,569759,0.01292596944770863
2004-08-13,8620,8800,8520,8760,496574,0.016241299303944245
2004-08-16,8720,8760,8530,8600,361485,-0.0182648401826484
2004-08-17,8700,8720,8510,8510,287150,-0.010465116279069764
2004-08-18,8590,8640,8450,8600,415044,0.010575793184488758
2004-08-19,8690,8840,8680,8830,559471,0.02674418604651163
2004-08-20,8790,8790,8670,8680,326266,-0.016987542468856143
2004-08-23,8740,8790,8620,8760,435439,0.009216589861751112
2004-08-24,8780,8940,8690,8900,405015,0.015981735159817267
2004-08-25,8920,9060,8860,9020,457356,0.01348314606741563
2004-08-26,9100,9180,9070,9120,497112,0.011086474501108556
2004-08-27,9120,9200,9080,9170,402941,0.005482456140350811
2004-08-30,9170,9250,9110,9160,241630,-0.0010905125408942062
2004-08-31,9020,9080,8930,9020,468386,-0.015283842794759805
2004-09-01,9020,9140,8950,9060,377377,0.0044345898004434225
2004-09-02,9040,9120,8960,9040,352113,-0.002207505518763808
2004-09-03,8920,8960,8730,8730,647732,-0.034292035398230114
2004-09-06,8700,8730,8570,8670,473691,-0.0068728522336769515
2004-09-07,8680,8740,8640,8680,264463,0.0011534025374855261
2004-09-08,8680,8800,8670,8670,345375,-0.0011520737327188613
2004-09-09,8670,8800,8620,8780,642054,0.012687427912341454
2004-09-10,8840,9190,8760,9150,875749,0.04214123006833703
2004-09-13,9270,9500,9240,9500,793351,0.03825136612021862
2004-09-14,9740,9760,9620,9670,811288,0.017894736842105186
2004-09-15,9550,9700,9540,9560,497374,-0.011375387797311287
2004-09-16,9420,9720,9380,9600,587680,0.004184100418409997
2004-09-17,9600,9640,9370,9390,688965,-0.021874999999999978
2004-09-20,9370,9530,9340,9380,469603,-0.0010649627263046302
2004-09-21,9460,9490,9380,9480,354370,0.010660980810234477
2004-09-22,9500,9580,9250,9250,392799,-0.024261603375527407
2004-09-23,9160,9200,9090,9200,475166,-0.00540540540540535
2004-09-24,9120,9230,9080,9180,346485,-0.0021739130434782483
2004-09-30,9060,9180,9060,9160,532078,-0.002178649237472796
2004-10-01,9160,9270,9120,9220,530609,0.0065502183406114245
2004-10-04,9420,9800,9420,9800,636619,0.06290672451193058
2004-10-05,9859,9859,9680,9760,463306,-0.004081632653061273
2004-10-06,9790,10020,9700,9890,723015,0.013319672131147486
2004-10-07,9820,9890,9640,9760,362921,-0.013144590495449915
2004-10-08,9660,9750,9490,9530,836061,-0.023565573770491843
2004-10-11,9410,9450,9309,9330,768317,-0.02098635886673661
2004-10-12,9280,9280,8920,8920,1061701,-0.04394426580921762
2004-10-13,8940,9020,8930,8980,727849,0.006726457399103047
2004-10-14,8960,8960,8740,8880,1017089,-0.011135857461024523
2004-10-15,8820,8930,8730,8740,1293901,-0.015765765765765716
2004-10-18,8640,8720,8560,8650,742560,-0.010297482837528626
2004-10-19,8800,8870,8720,8770,528292,0.01387283236994219
2004-10-20,8620,8780,8550,8570,498320,-0.022805017103762815
2004-10-21,8570,8720,8550,8580,583366,0.001166861143523823
2004-10-22,8700,8830,8680,8750,465858,0.019813519813519864
2004-10-25,8660,8660,8490,8560,630626,-0.021714285714285686
2004-10-26,8590,8670,8580,8600,274872,0.004672897196261738
2004-10-27,8670,8700,8490,8580,531995,-0.0023255813953488857
2004-10-28,8820,8850,8680,8790,453529,0.02447552447552437
2004-10-29,8760,8800,8650,8790,535245,0.0
2004-11-01,8750,8820,8660,8790,227882,0.0
2004-11-02,8720,8860,8720,8800,329018,0.0011376564277587597
2004-11-03,8840,9100,8820,9100,504366,0.03409090909090917
2004-11-04,9120,9130,8960,8960,601677,-0.01538461538461533
2004-11-05,9040,9080,8990,9050,641179,0.010044642857142794
2004-11-08,9170,9170,8800,8800,422837,-0.027624309392265234
2004-11-09,8690,8750,8600,8620,535503,-0.020454545454545503
2004-11-10,8640,8780,8640,8780,366057,0.018561484918793614
2004-11-11,8780,8860,8710,8740,610884,-0.004555808656036442
2004-11-12,8980,9020,8870,8970,454098,0.026315789473684292
2004-11-15,9060,9200,9050,9130,380686,0.01783723522853964
2004-11-16,9180,9200,9100,9110,495098,-0.0021905805038334725
2004-11-17,9120,9250,9110,9230,439562,0.01317233809001106
2004-11-18,9300,9390,9200,9270,588572,0.004333694474539573
2004-11-19,9200,9320,8990,9080,445179,-0.02049622437971954
2004-11-22,8840,8910,8730,8800,691533,-0.03083700440528636
2004-11-23,8900,8910,8760,8820,464291,0.002272727272727204
2004-11-24,8760,8840,8680,8790,463002,-0.003401360544217691
2004-11-25,8800,8890,8760,8820,443705,0.0034129692832765013
2004-11-26,8770,8920,8630,8660,535018,-0.01814058956916098
2004-11-29,8580,8620,8470,8520,625415,-0.0161662817551963
2004-11-30,8540,8700,8510,8690,614068,0.0199530516431925
2004-12-01,8570,8610,8490,8580,433472,-0.012658227848101222
2004-12-02,8720,8760,8540,8570,519975,-0.0011655011655011815
2004-12-03,8660,8680,8460,8520,692020,-0.005834305717619559
2004-12-06,8500,8500,8360,8360,393351,-0.018779342723004744
2004-12-07,8290,8370,8210,8220,535599,-0.01674641148325362
2004-12-08,8110,8390,8060,8390,544378,0.020681265206812682
2004-12-09,8340,8410,8200,8260,801717,-0.015494636471990453
2004-12-10,8220,8240,8090,8120,517691,-0.016949152542372836
2004-12-13,8000,8070,7980,8040,490546,-0.009852216748768461
2004-12-14,8040,8270,8040,8250,553669,0.026119402985074647
2004-12-15,8360,8570,8360,8570,669601,0.038787878787878816
2004-12-16,8670,8880,8640,8800,861837,0.02683780630105015
2004-12-17,8820,8890,8710,8880,450291,0.009090909090909038
2004-12-20,8740,8920,8740,8900,347023,0.0022522522522523403
2004-12-21,8920,8940,8800,8920,299601,0.0022471910112360494
2004-12-22,8970,8990,8840,8850,314704,-0.007847533632286963
2004-12-23,8900,8920,8640,8690,317565,-0.01807909604519775
2004-12-24,8690,8700,8600,8660,318328,-0.0034522439585730202
2004-12-27,8660,8750,8630,8750,235473,0.010392609699769073
2004-12-28,8720,8760,8630,8720,272727,-0.0034285714285714475
2004-12-29,8680,8890,8670,8890,342186,0.019495412844036775
2004-12-30,8860,9020,8860,9010,345360,0.013498312710911176
2005-01-03,9050,9060,8920,9020,218558,0.0011098779134295356
2005-01-04,9000,9020,8920,8940,280347,-0.008869179600886956
2005-01-05,8800,8860,8730,8860,467322,-0.008948545861297563
2005-01-06,8780,8910,8700,8700,343063,-0.018058690744920947
2005-01-07,8820,8830,8710,8810,272369,0.012643678160919603
2005-01-10,8840,8840,8750,8760,250135,-0.005675368898978461
2005-01-11,8760,8840,8670,8840,557131,0.009132420091324311
2005-01-12,8870,8880,8800,8840,294457,0.0
2005-01-13,8840,8940,8820,8880,473963,0.004524886877828038
2005-01-14,8800,9480,8790,9430,1438070,0.061936936936936915
2005-01-17,9800,9890,9650,9850,1235910,0.044538706256627814
2005-01-18,9800,9810,9690,9720,604888,-0.013197969543147225
2005-01-19,9720,9770,9580,9600,457066,-0.012345679012345734
2005-01-20,9600,9700,9510,9600,385404,0.0
2005-01-21,9500,9720,9500,9720,300696,0.012499999999999956
2005-01-24,9650,9760,9550,9760,381465,0.004115226337448652
2005-01-25,9600,9700,9580,9670,363372,-0.009221311475409832
2005-01-26,9700,9870,9690,9810,497768,0.014477766287487093
2005-01-27,9900,9900,9810,9840,399866,0.003058103975535076
2005-01-28,9830,9830,9600,9780,284435,-0.0060975609756097615
2005-01-31,9760,9900,9680,9900,329335,0.012269938650306678
2005-02-01,9900,9970,9830,9830,437123,-0.007070707070707116
2005-02-02,9830,9880,9730,9810,395070,-0.0020345879959308144
2005-02-03,9720,9940,9720,9920,348983,0.011213047910295648
2005-02-04,9880,9970,9860,9910,257129,-0.0010080645161290036
2005-02-07,10120,10240,10060,10200,678715,0.029263370332996974
2005-02-11,10100,10180,10020,10120,517794,-0.007843137254901933
2005-02-14,10260,10440,10200,10340,565369,0.021739130434782705
2005-02-15,10400,10420,10220,10380,534955,0.003868471953578423
2005-02-16,10440,10620,10360,10400,480293,0.0019267822736031004
2005-02-17,10340,10440,10300,10340,350246,-0.005769230769230749
2005-02-18,10360,10540,10280,10540,367125,0.01934235976789167
2005-02-21,10600,10640,10480,10560,468639,0.00189753320683117
2005-02-22,10560,10580,10360,10440,357168,-0.011363636363636354
2005-02-23,10280,10320,10180,10220,394983,-0.021072796934865856
2005-02-24,10200,10400,10140,10380,419776,0.015655577299412915
2005-02-25,10480,10580,10420,10440,417694,0.005780346820809301
2005-02-28,10600,10620,10420,10540,554130,0.009578544061302763
2005-03-02,10500,10560,10340,10340,548569,-0.018975332068311146
2005-03-03,10300,10520,10240,10380,606709,0.003868471953578423
2005-03-04,10340,10340,10159,10200,488203,-0.017341040462427793
2005-03-07,10300,10300,10000,10140,590399,-0.00588235294117645
2005-03-08,10140,10159,10000,10040,527607,-0.009861932938856066
2005-03-09,9980,10000,9830,10000,497898,-0.003984063745019917
2005-03-10,10060,10160,9990,9990,632675,-0.0010000000000000009
2005-03-11,10140,10380,10079,10380,640226,0.039039039039038936
2005-03-14,10260,10320,10159,10200,416910,-0.017341040462427793
2005-03-15,10240,10280,9980,10040,500684,-0.015686274509803977
2005-03-16,9980,10079,9910,10060,370997,0.0019920318725099584
2005-03-17,9860,9970,9840,9920,417586,-0.013916500994035741
2005-03-18,9860,9960,9860,9900,255059,-0.0020161290322581182
2005-03-21,9830,9980,9800,9840,335494,-0.0060606060606061
2005-03-22,9860,10020,9789,9920,315959,0.008130081300812941
2005-03-23,9860,9990,9830,9970,318491,0.00504032258064524
2005-03-24,10020,10120,9950,10060,402056,0.009027081243731194
2005-03-25,10100,10120,10000,10100,217500,0.003976143141153132
2005-03-28,10200,10220,10140,10200,179687,0.00990099009900991
2005-03-29,10200,10220,10000,10040,337115,-0.015686274509803977
2005-03-30,9880,9990,9880,9960,362906,-0.007968127490039834
2005-03-31,10120,10140,10020,10040,346725,0.008032128514056325
2005-04-01,10040,10320,10000,10240,453138,0.019920318725099584
2005-04-04,10240,10340,10200,10340,344399,0.009765625
2005-04-06,10360,10400,10200,10360,410120,0.0019342359767891004
2005-04-07,10360,10400,10300,10360,357174,0.0
2005-04-08,10480,10500,10400,10440,278919,0.007722007722007707
2005-04-11,10440,10440,10320,10340,191323,-0.009578544061302652
2005-04-12,10320,10400,10259,10400,207740,0.005802707930367523
2005-04-13,10360,10400,10320,10360,213519,-0.0038461538461538325
2005-04-14,10260,10280,10040,10040,663520,-0.030888030888030937
2005-04-15,10000,10040,9780,9830,866964,-0.020916334661354563
2005-04-18,9470,9630,9440,9520,864948,-0.03153611393692779
2005-04-19,9540,9600,9480,9480,602959,-0.004201680672268893
2005-04-20,9570,9660,9380,9400,657711,-0.008438818565400852
2005-04-21,9240,9400,9150,9320,586475,-0.008510638297872353
2005-04-22,9500,9520,9340,9340,334597,0.0021459227467810482
2005-04-25,9240,9490,9240,9490,328776,0.016059957173447437
2005-04-26,9490,9490,9420,9420,187546,-0.00737618545837726
2005-04-27,9260,9340,9220,9280,411813,-0.014861995753715496
2005-04-28,9260,9270,9140,9200,394049,-0.008620689655172376
2005-04-29,9040,9130,8990,9040,585597,-0.017391304347826098
2005-05-02,9120,9160,9000,9110,236912,0.007743362831858391
2005-05-03,9100,9230,9050,9100,277432,-0.001097694840834218
2005-05-04,9100,9340,9100,9290,346370,0.020879120879120805
2005-05-06,9330,9510,9330,9480,493666,0.020452099031216253
2005-05-09,9500,9550,9409,9500,400770,0.0021097046413502962
2005-05-10,9560,9590,9510,9540,213574,0.004210526315789442
2005-05-11,9499,9510,9430,9440,346095,-0.010482180293501009
2005-05-12,9480,9600,9480,9500,417218,0.006355932203389925
2005-05-13,9500,9700,9440,9630,410919,0.013684210526315743
2005-05-16,9699,9800,9680,9760,347032,0.01349948078920038
2005-05-17,9800,9860,9670,9790,363568,0.0030737704918033515
2005-05-18,9890,9900,9780,9790,341989,0.0
2005-05-19,9860,10020,9850,9970,508780,0.018386108273748647
2005-05-20,9990,10040,9900,9970,233768,0.0
2005-05-23,9920,9970,9890,9960,160941,-0.0010030090270812808
2005-05-24,9930,9970,9860,9900,255070,-0.0060240963855421326
2005-05-25,9870,9930,9670,9690,426388,-0.021212121212121238
2005-05-26,9630,9700,9590,9640,277951,-0.00515995872033026
2005-05-27,9800,9860,9730,9800,375574,0.016597510373443924
2005-05-30,9800,9880,9800,9870,228959,0.0071428571428571175
2005-05-31,9850,9880,9730,9780,445531,-0.00911854103343468
2005-06-01,9669,9790,9660,9780,330983,0.0
2005-06-02,9900,9910,9750,9750,366428,-0.0030674846625766694
2005-06-03,9760,9830,9710,9760,353579,0.0010256410256410664
2005-06-07,9680,9700,9600,9610,482598,-0.015368852459016424
2005-06-08,9560,9620,9500,9550,535763,-0.00624349635796051
2005-06-09,9510,9600,9430,9600,750424,0.005235602094240788
2005-06-10,9600,9890,9540,9830,812962,0.023958333333333304
2005-06-13,9830,9990,9830,9960,455384,0.01322482197355046
2005-06-14,9960,10020,9880,9930,389984,-0.003012048192771122
2005-06-15,9930,10000,9890,10000,449256,0.007049345417925457
2005-06-16,10000,10040,9940,9970,367992,-0.0030000000000000027
2005-06-17,9980,9990,9830,9870,478983,-0.010030090270812475
2005-06-20,9870,9880,9789,9810,332126,-0.006079027355623046
2005-06-21,9810,9830,9720,9760,405211,-0.0050968399592252744
2005-06-22,9759,9880,9740,9860,393089,0.010245901639344357
2005-06-23,9860,9980,9840,9960,519819,0.010141987829614507
2005-06-24,9920,9920,9780,9820,435634,-0.014056224899598346
2005-06-27,9780,9780,9660,9770,561046,-0.005091649694501044
2005-06-28,9770,9809,9710,9790,370658,0.0020470829068577334
2005-06-29,9800,9850,9760,9800,383764,0.0010214504596526286
2005-06-30,9800,9960,9800,9880,396777,0.008163265306122547
2005-07-01,9880,10020,9860,10020,531182,0.014170040485830038
2005-07-04,10100,10180,10020,10060,313114,0.003992015968063978
2005-07-05,10080,10140,10000,10040,186060,-0.001988071570576566
2005-07-06,10059,10139,10059,10080,269198,0.003984063745019917
2005-07-07,10080,10380,10080,10320,638200,0.023809523809523725
2005-07-08,10340,10439,10320,10320,393397,0.0
2005-07-11,10500,10700,10500,10660,691762,0.032945736434108586
2005-07-12,10800,10960,10740,10820,936718,0.015009380863039379
2005-07-13,10860,10940,10780,10940,509310,0.01109057301293892
2005-07-14,10980,11020,10940,10940,577773,0.0
2005-07-15,10960,11000,10780,10840,522167,-0.009140767824497242
2005-07-18,10860,11040,10820,10980,424479,0.012915129151291449
2005-07-19,11000,11240,10980,11220,675722,0.021857923497267784
2005-07-20,11240,11340,11100,11160,600564,-0.005347593582887722
2005-07-21,11300,11360,11160,11260,535612,0.008960573476702427
2005-07-22,11180,11200,10920,11040,551599,-0.019538188277087087
2005-07-25,11040,11140,11040,11100,369101,0.005434782608695565
2005-07-26,11120,11160,10940,11020,412660,-0.007207207207207245
2005-07-27,11040,11180,10960,11020,368686,0.0
2005-07-28,11040,11320,11040,11200,473196,0.016333938294010864
2005-07-29,11320,11320,11200,11300,357510,0.008928571428571397
2005-08-01,11320,11380,11220,11380,329422,0.0070796460176991705
2005-08-02,11400,11420,11240,11360,285080,-0.0017574692442882123
2005-08-03,11500,11540,11360,11360,472771,0.0
2005-08-04,11360,11380,11200,11320,367406,-0.0035211267605633756
2005-08-05,11220,11220,10960,11060,602057,-0.02296819787985871
2005-08-08,11040,11040,10860,11020,365714,-0.003616636528028905
2005-08-09,11020,11060,10900,11000,406503,-0.001814882032667886
2005-08-10,11100,11240,11060,11100,329612,0.009090909090909038
2005-08-11,11100,11400,11100,11340,397705,0.021621621621621623
2005-08-12,11380,11580,11380,11560,489617,0.01940035273368612
2005-08-16,11560,11640,11380,11440,520855,-0.01038062283737029
2005-08-17,11320,11440,11200,11440,408410,0.0
2005-08-18,11440,11460,11060,11100,670314,-0.029720279720279685
2005-08-19,11100,11120,10980,11060,418721,-0.003603603603603567
2005-08-22,11060,11400,11060,11260,391070,0.018083182640144635
2005-08-23,11280,11380,11200,11240,375451,-0.001776198934280604
2005-08-24,11240,11260,10980,11120,479797,-0.010676156583629859
2005-08-25,11060,11100,10880,11040,487216,-0.007194244604316502
2005-08-26,11040,11120,10980,10980,378335,-0.005434782608695676
2005-08-29,10840,10840,10720,10800,365599,-0.016393442622950838
2005-08-30,10880,10960,10660,10820,298314,0.0018518518518517713
2005-08-31,10680,10920,10680,10880,244132,0.005545286506469571
2005-09-01,10980,11040,10940,10980,239426,0.009191176470588314
2005-09-02,10980,11140,10960,11080,243894,0.00910746812386165
2005-09-05,11160,11260,11100,11220,218480,0.012635379061371799
2005-09-06,11260,11520,11260,11380,381016,0.01426024955436711
2005-09-07,11520,11640,11520,11580,351354,0.017574692442882345
2005-09-08,11700,11860,11600,11740,692548,0.013816925734024155
2005-09-09,11700,11820,11660,11780,262111,0.0034071550255536653
2005-09-12,11880,12000,11780,11780,401478,0.0
2005-09-13,11800,12200,11780,12120,697730,0.028862478777589073
2005-09-14,12100,12300,12040,12260,511770,0.011551155115511635
2005-09-15,12100,12380,12080,12140,580759,-0.009787928221859699
2005-09-16,12080,12120,11760,11860,612542,-0.023064250411861664
2005-09-20,12000,12060,11840,11860,560903,0.0
2005-09-21,11920,12120,11900,12020,381782,0.013490725126475533
2005-09-22,11860,12000,11840,12000,320007,-0.0016638935108153063
